Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore
150,7504,R0,2,1,34012,108 DUANE STREET,MANHATTAN,1001507504,96,A
236,7502,R0,2,1,33671,145 MULBERRY STREET,MANHATTAN,1002367502,1,D
194,42,O4,4,1,230139,60 WALKER STREET,MANHATTAN,1001940042,71,B
71,7501,R0,2,1,580000,175 WATER STREET,MANHATTAN,1000717501,70,B
195,6,O5,4,1,25340,394 BROADWAY,MANHATTAN,1001950006,83,B
151,1,D6,2,1,434418,105 DUANE STREET,MANHATTAN,1001510001,23,D
239,20,H9,4,1,48911,116 BOWERY,MANHATTAN,1002390020,53,D
196,9,H3,4,1,31214,416 BROADWAY,MANHATTAN,1001960009,1,D
196,13,O2,4,1,26000,268 CANAL STREET,MANHATTAN,1001960013,3,D
151,32,O6,4,1,132600,305 BROADWAY,MANHATTAN,1001510032,1,D
196,21,O5,4,1,42500,254 CANAL STREET,MANHATTAN,1001960021,38,D
73,2,T2,0,1,164325,76 SOUTH STREET,MANHATTAN,1000730002,0,F
152,7501,R0,2,1,31720,321 BROADWAY,MANHATTAN,1001527501,37,D
245,7,W1,0,1,91460,327 CHERRY STREET,MANHATTAN,1002450007,95,A
74,1,K9,0,17,125500,14 FULTON STREET,MANHATTAN,1000740001,0,F
198,30,O6,4,1,28222,224 CANAL STREET,MANHATTAN,1001980030,82,B
153,1,O6,0,1,239671,274 BROADWAY,MANHATTAN,1001530001,81,B
248,15,D9,2,2,260000,82 RUTGERS SLIP,MANHATTAN,1002480015,56,C
248,70,D9,2,1,83904,80 RUTGERS SLIP,MANHATTAN,1002480070,21,D
74,7501,R0,2,1,995083,199 WATER STREET,MANHATTAN,1000747501,77,B
259,1,D4,2,1,126150,604 WATER STREET,MANHATTAN,1002590001,31,D
76,7502,R0,2,1,472059,99 JOHN STREET,MANHATTAN,1000767502,16,D
259,71,D4,2,1,287175,35 MONTGOMERY STREET,MANHATTAN,1002590071,31,D
78,7505,R0,2,1,32107,72 NASSAU STREET,MANHATTAN,1000787505,0,F
271,57,M1,4,1,37565,152 HENRY STREET,MANHATTAN,1002710057,47,D
78,7510,R0,2,1,25997,110 FULTON STREET,MANHATTAN,1000787510,1,D
89,3,H2,4,1,119889,26 ANN STREET,MANHATTAN,1000890003,100,A
89,12,O4,4,1,756138,222 BROADWAY,MANHATTAN,1000890012,84,B
202,7501,R0,2,1,235963,50 BAYARD STREET,MANHATTAN,1002027501,100,A
204,1,O5,4,1,42000,94 MOTT STREET,MANHATTAN,1002040001,89,A
204,24,O6,4,1,45700,41 ELIZABETH STREET,MANHATTAN,1002040024,16,D
204,7501,R0,2,1,104865,158 HESTER STREET,MANHATTAN,1002047501,29,D
163,6,K4,4,1,26719,20 PELL STREET,MANHATTAN,1001630006,0,F
204,7502,R0,2,1,28505,53 ELIZABETH STREET,MANHATTAN,1002047502,61,C
205,30,O2,4,1,33000,185 CANAL STREET,MANHATTAN,1002050030,16,D
92,7502,R0,2,1,177433,161 WILLIAM,MANHATTAN,1000927502,0,F
277,7501,R0,2,1,61451,25 MARKET STREET,MANHATTAN,1002777501,1,D
205,7501,R0,2,1,33015,103 MOTT STREET,MANHATTAN,1002057501,1,D
208,19,O5,4,1,42544,239 CANAL STREET,MANHATTAN,1002080019,53,D
208,7501,R0,2,1,75528,129 LAFAYETTE STREET,MANHATTAN,1002087501,40,D
97,7505,R0,2,1,31844,241 WATER STREET,MANHATTAN,1000977505,0,F
209,19,HB,4,1,112900,138 LAFAYETTE STREET,MANHATTAN,1002090019,7,D
168,32,O3,0,1,353000,119 WORTH STREET,MANHATTAN,1001680032,76,B
169,10,Z3,0,1,640000,111 CENTRE STREET,MANHATTAN,1001690010,80,B
171,7,V1,0,1,0,360 BROADWAY,MANHATTAN,1001710007,0,F
171,7503,R0,2,1,141014,101 LEONARD STREET,MANHATTAN,1001717503,6,D
211,7502,RM,0,1,12098,283 WEST BROADWAY,MANHATTAN,1002117502,0,F
212,18,O6,4,1,117291,52 VARICK STREET,MANHATTAN,1002120018,99,A
212,7501,R0,2,1,142000,260 WEST BROADWAY,MANHATTAN,1002127501,81,B
172,20,H8,4,1,317464,76 LAFAYETTE STREET,MANHATTAN,1001720020,49,D
214,7502,R0,2,1,136472,145 HUDSON STREET,MANHATTAN,1002147502,14,D
284,7504,R0,2,1,34618,183 EAST BROADWAY,MANHATTAN,1002847504,39,D
215,7502,R0,2,1,58015,161 HUDSON STREET,MANHATTAN,1002157502,56,C
218,2,D4,0,1,28016,74 LAIGHT STREET,MANHATTAN,1002180002,99,A
218,7501,R0,2,1,194486,92 LAIGHT STREET,MANHATTAN,1002187501,65,C
175,7506,R0,2,1,131817,5 FRANKLIN PLACE,MANHATTAN,1001757506,51,D
219,7501,R0,2,1,103279,429 GREENWICH STREET,MANHATTAN,1002197501,63,C
219,7505,R0,2,1,34665,31 VESTRY STREET,MANHATTAN,1002197505,0,F
220,31,O5,4,1,51750,174 HUDSON STREET,MANHATTAN,1002200031,74,B
177,27,S4,0,1,25947,105 FRANKLIN STREET,MANHATTAN,1001770027,0,F
222,7502,R0,2,1,88496,195 HUDSON STREET,MANHATTAN,1002227502,51,D
179,56,D4,2,1,73954,100 HUDSON STREET,MANHATTAN,1001790056,77,B
179,66,E1,4,1,56384,139 FRANKLIN STREET,MANHATTAN,1001790066,59,C
179,7506,R0,2,1,81650,14 LEONARD STREET,MANHATTAN,1001797506,28,D
180,7502,R0,2,1,25500,69 HUDSON STREET,MANHATTAN,1001807502,50,D
231,14,O3,4,1,46217,433 BROADWAY,MANHATTAN,1002310014,0,F
232,21,O5,4,1,30034,32 HOWARD STREET,MANHATTAN,1002320021,71,B
140,7502,R0,2,1,82151,311 GREENWICH STREET,MANHATTAN,1001407502,15,D
181,7503,R0,2,1,53685,6 HARRISON STREET,MANHATTAN,1001817503,24,D
187,7503,R0,2,1,32223,111 HUDSON STREET,MANHATTAN,1001877503,1,D
315,1,D4,2,2,1054290,409 GRAND STREET,MANHATTAN,1003150001,0,F
142,1,W1,0,1,66820,278 GREENWICH STREET,MANHATTAN,1001420001,45,D
325,25,W1,0,1,93570,123 MANGIN STREET,MANHATTAN,1003250025,62,C
237,7501,R0,2,1,60508,132 MULBERRY STREET,MANHATTAN,1002377501,14,D
189,7501,R0,2,1,63996,220 WEST BROADWAY,MANHATTAN,1001897501,3,D
239,12,C7,2,1,39100,92 ELIZABETH STREET,MANHATTAN,1002390012,51,D
341,1,D6,2,1,265181,460 GRAND STREET,MANHATTAN,1003410001,14,D
247,1,D6,0,2,657592,265 CHERRY STREET,MANHATTAN,1002470001,66,C
190,7506,R0,2,1,81306,124 HUDSON STREET,MANHATTAN,1001907506,54,D
342,65,W2,4,1,36694,142 BROOME STREET,MANHATTAN,1003420065,100,A
248,7501,R0,2,2,1451246,225 CHERRY STREET,MANHATTAN,1002487501,56,C
256,14,D9,2,1,101786,272 CHERRY STREET,MANHATTAN,1002560014,0,F
259,44,W1,0,1,53815,196 MONROE STREET,MANHATTAN,1002590044,95,A
263,1,D3,2,4,158000,14 JACKSON STREET,MANHATTAN,1002630001,0,F
345,48,D3,2,1,170100,115 PITT STREET,MANHATTAN,1003450048,90,A
345,58,D9,2,1,98000,133 PITT STREET,MANHATTAN,1003450058,68,C
193,7501,R0,2,1,130088,395 BROADWAY,MANHATTAN,1001937501,17,D
351,1,D4,2,3,198260,62 ESSEX STREET,MANHATTAN,1003510001,0,F
353,52,D6,2,1,35000,108 NORFOLK STREET,MANHATTAN,1003530052,85,A
196,5,O5,4,1,56210,408 BROADWAY,MANHATTAN,1001960005,34,D
354,80,W1,0,1,182081,139 STANTON STREET,MANHATTAN,1003540080,87,A
196,22,O6,4,1,36894,92 WALKER STREET,MANHATTAN,1001960022,15,D
197,17,O3,0,1,41000,133 CENTRE STREET,MANHATTAN,1001970017,87,A
355,54,D6,2,1,92697,255 EAST HOUSTON STREET,MANHATTAN,1003550054,100,A
356,1,D3,2,18,1658649,10 AVENUE D,MANHATTAN,1003560001,0,F
197,7502,R0,2,1,127879,139 CENTRE STREET,MANHATTAN,1001977502,1,D
282,23,H3,4,1,44491,95 HENRY STREET,MANHATTAN,1002820023,1,D
162,7501,R0,2,1,47122,7 CHATHAM SQUARE,MANHATTAN,1001627501,44,D
93,7501,R0,2,1,225368,156 WILLIAM STREET,MANHATTAN,1000937501,56,C
375,45,C9,2,1,39260,721 EAST 5 STREET,MANHATTAN,1003750045,0,F
94,1,D4,2,10,2163399,80 GOLD STREET,MANHATTAN,1000940001,73,B
95,7501,R0,2,1,43070,117 BEEKMAN STREET,MANHATTAN,1000957501,46,D
97,18,D7,2,1,40000,213 FRONT STREET,MANHATTAN,1000970018,0,F
203,2,O5,0,2,30000,159 CANAL STREET,MANHATTAN,1002030002,66,C
97,7503,R0,2,1,33145,220 FRONT STREET,MANHATTAN,1000977503,0,F
203,21,O5,4,1,28866,80 BOWERY,MANHATTAN,1002030021,65,C
203,31,K4,4,1,27109,64 BOWERY,MANHATTAN,1002030031,1,D
106,9,W1,0,1,112362,1 PECK SLIP,MANHATTAN,1001060009,31,D
106,17,H3,4,1,27356,320 PEARL STREET,MANHATTAN,1001060017,57,C
106,7502,R0,2,1,37646,324 PEARL STREET,MANHATTAN,1001067502,60,C
385,14,D1,2,1,49923,222 EAST 3 STREET,MANHATTAN,1003850014,54,D
107,28,D6,2,1,31715,254 FRONT STREET,MANHATTAN,1001070028,68,C
207,17,O6,4,1,40500,118 BAXTER STREET,MANHATTAN,1002070017,61,C
207,20,O5,4,1,33000,114 BAXTER STREET,MANHATTAN,1002070020,74,B
123,7502,R0,2,2,715320,30 PARK PLACE,MANHATTAN,1001237502,4,D
125,20,O4,4,1,932587,50 PARK PLACE,MANHATTAN,1001250020,78,B
170,1,D6,2,1,139697,336 BROADWAY,MANHATTAN,1001700001,21,D
126,8,D8,2,1,163340,43 PARK PLACE,MANHATTAN,1001260008,0,F
127,1,W5,0,1,331000,245 GREENWICH STREET,MANHATTAN,1001270001,0,F
209,34,O5,4,1,29956,273 CANAL STREET,MANHATTAN,1002090034,53,D
170,20,D6,2,1,419639,111 WORTH STREET,MANHATTAN,1001700020,55,C
209,7501,R0,2,1,26000,42426 BROADWAY,MANHATTAN,1002097501,72,B
171,5,C7,2,1,48180,358 BROADWAY,MANHATTAN,1001710005,100,A
392,48,C1,2,1,43871,627 EAST 9 STREET,MANHATTAN,1003920048,61,C
134,7503,R0,2,1,112994,9 MURRAY STREET,MANHATTAN,1001347503,48,D
211,18,O5,4,1,29706,285 WEST BROADWAY,MANHATTAN,1002110018,38,D
212,45,H3,4,1,65283,2 YORK STREET,MANHATTAN,1002120045,21,D
135,31,O5,4,1,29000,265 BROADWAY,MANHATTAN,1001350031,0,F
212,7505,R0,2,1,113714,11 BEACH STREET,MANHATTAN,1002127505,65,C
214,1,W1,4,1,30000,53 BEACH STREET,MANHATTAN,1002140001,52,D
395,9,D9,2,1,127950,606 EAST 13 STREET,MANHATTAN,1003950009,100,A
395,12,D4,2,1,100860,620 EAST 13 STREET,MANHATTAN,1003950012,13,D
215,7504,R0,2,1,177414,415 GREENWICH STREET,MANHATTAN,1002157504,4,D
141,7504,R0,2,1,109200,166 DUANE STREET,MANHATTAN,1001417504,1,D
217,7503,R0,2,1,313991,250 WEST STREET,MANHATTAN,1002177503,72,B
175,29,O5,4,1,45006,373 BROADWAY,MANHATTAN,1001750029,87,A
175,7501,R0,2,1,100650,377 BROADWAY,MANHATTAN,1001757501,29,D
397,29,D1,2,1,33336,195 EAST 2 STREET,MANHATTAN,1003970029,100,A
218,7504,R0,2,1,55649,415 WASHINGTON STREET,MANHATTAN,1002187504,48,D
143,1,D4,2,1,77630,47 HUDSON STREET,MANHATTAN,1001430001,72,B
398,8,D4,2,1,55947,160 EAST 3 STREET,MANHATTAN,1003980008,84,B
398,35,D6,2,1,77000,24 AVENUE B,MANHATTAN,1003980035,13,D
143,21,D4,2,1,55800,335 GREENWICH STREET,MANHATTAN,1001430021,18,D
176,7501,R0,2,1,487508,56 LEONARD STREET,MANHATTAN,1001767501,1,D
148,10,O6,4,1,100750,71 THOMAS STREET,MANHATTAN,1001480010,78,B
149,7502,R0,2,1,146093,281 BROADWAY,MANHATTAN,1001497502,18,D
152,25,O5,4,1,50000,325 BROADWAY,MANHATTAN,1001520025,33,D
155,1,O4,0,1,354169,2 LAFAYETTE STREET,MANHATTAN,1001550001,78,B
155,3,O6,4,1,103158,52 DUANE STREET,MANHATTAN,1001550003,64,C
161,1,D4,2,3,306862,196 PARK ROW,MANHATTAN,1001610001,15,D
181,7504,R0,2,1,142848,93 HUDSON STREET,MANHATTAN,1001817504,38,D
407,47,D3,2,1,30893,527 EAST 13 STREET,MANHATTAN,1004070047,0,F
164,26,C7,2,1,25480,47 MOTT STREET,MANHATTAN,1001640026,0,F
166,27,O3,0,1,640000,146 LEONARD STREET,MANHATTAN,1001660027,71,B
172,1,D0,2,1,93378,364 BROADWAY,MANHATTAN,1001720001,9,D
190,7505,R0,2,1,130094,25 NORTH MOORE STREET,MANHATTAN,1001907505,44,D
174,37,O6,4,1,42000,349 BROADWAY,MANHATTAN,1001740037,39,D
191,1,HB,4,1,133895,2 AVENUE OF THE AMERICAS,MANHATTAN,1001910001,38,D
417,1,D1,2,1,136000,224 ELDRIDGE STREET,MANHATTAN,1004170001,0,F
233,2,H1,4,1,121165,9 CROSBY STREET,MANHATTAN,1002330002,11,D
233,4,O5,4,1,38000,13 CROSBY STREET,MANHATTAN,1002330004,76,B
420,68,D6,2,1,32700,167 ELDRIDGE STREET,MANHATTAN,1004200068,7,D
234,17,O5,4,1,46700,211 CENTRE STREET,MANHATTAN,1002340017,81,B
235,1,O5,4,1,39000,202 CENTRE STREET,MANHATTAN,1002350001,99,A
236,38,W1,0,1,72650,131 BAXTER STREET,MANHATTAN,1002360038,37,D
236,7501,R0,2,1,40413,173 GRAND STREET,MANHATTAN,1002367501,10,D
237,17,C7,2,1,25500,203 GRAND STREET,MANHATTAN,1002370017,0,F
188,7503,R0,2,1,96504,53 NORTH MOORE STREET,MANHATTAN,1001887503,9,D
429,21,D6,2,1,138202,117 EAST 2 STREET,MANHATTAN,1004290021,0,F
431,31,D4,2,1,120605,43 AVENUE A,MANHATTAN,1004310031,60,C
432,7502,R0,2,1,25586,89 AVENUE A,MANHATTAN,1004327502,24,D
238,7502,R0,2,1,47551,217 GRAND STREET,MANHATTAN,1002387502,28,D
190,7504,R0,2,1,174625,27 NORTH MOORE STREET,MANHATTAN,1001907504,49,D
192,1,O4,4,1,1092665,16 WALKER STREET,MANHATTAN,1001920001,94,A
244,19,D4,2,1,124600,605 WATER STREET,MANHATTAN,1002440019,31,D
245,1,D6,2,1,277260,286 SOUTH STREET,MANHATTAN,1002450001,0,F
246,1,D6,2,1,262875,275 SOUTH STREET,MANHATTAN,1002460001,76,B
195,27,D1,2,1,46900,84 WHITE STREET,MANHATTAN,1001950027,67,C
258,1,D3,2,4,431685,318 CHERRY STREET,MANHATTAN,1002580001,0,F
266,65,K4,4,1,41733,549 GRAND STREET,MANHATTAN,1002660065,57,C
441,7504,R0,2,1,138170,433 EAST 13 STREET,MANHATTAN,1004417504,80,B
267,1,D4,2,1,136070,305 MADISON STREET,MANHATTAN,1002670001,31,D
199,7501,R0,2,1,43326,210 CANAL STREET,MANHATTAN,1001997501,0,F
200,7501,R0,2,1,32567,198 CANAL STREET,MANHATTAN,1002007501,11,D
201,18,O5,4,1,39224,164 CANAL STREET,MANHATTAN,1002010018,0,F
445,14,D7,2,1,114700,88 EAST 4 STREET,MANHATTAN,1004450014,74,B
274,7501,R0,2,1,32802,48 MARKET STREET,MANHATTAN,1002747501,18,D
203,17,HR,4,1,31000,140 HESTER STREET,MANHATTAN,1002030017,62,C
446,20,W1,0,1,40000,113 EAST 4 STREET,MANHATTAN,1004460020,89,A
276,7503,R0,2,1,57151,31 MONROE STREET,MANHATTAN,1002767503,66,C
212,7503,R0,2,1,90918,1 YORK STREET,MANHATTAN,1002127503,7,D
216,1,O9,4,2,1594289,388 GREENWICH STREET,MANHATTAN,1002160001,85,A
217,7501,R0,2,1,100984,79 LAIGHT STREET,MANHATTAN,1002177501,85,A
218,24,D5,2,1,61250,260 WEST STREET,MANHATTAN,1002180024,100,A
220,7502,R0,2,1,101560,28 LAIGHT STREET,MANHATTAN,1002207502,30,D
452,54,D4,2,1,25818,205 EAST 10 STREET,MANHATTAN,1004520054,49,D
222,7501,R0,2,1,74867,28 VESTRY STREET,MANHATTAN,1002227501,37,D
456,7,D9,2,1,234610,285 BOWERY,MANHATTAN,1004560007,3,D
206,7501,R0,2,1,62567,123 BAXTER STREET,MANHATTAN,1002067501,63,C
457,128,D6,2,1,35598,29 EAST 2 STREET,MANHATTAN,1004570128,0,F
207,1,O5,4,1,43942,235 CANAL STREET,MANHATTAN,1002070001,53,D
279,40,W1,0,1,66860,2 HENRY STREET,MANHATTAN,1002790040,70,B
225,7501,R0,2,1,82548,455 GREENWICH STREET,MANHATTAN,1002257501,77,B
459,32,D9,2,1,36720,57 2 AVENUE,MANHATTAN,1004590032,41,D
209,1,K4,4,1,29343,277 CANAL STREET,MANHATTAN,1002090001,33,D
209,5,O5,4,1,42000,428 BROADWAY,MANHATTAN,1002090005,43,D
227,28,HB,4,1,189986,306 WEST BROADWAY,MANHATTAN,1002270028,89,A
227,52,HB,4,1,55479,27 GRAND STREET,MANHATTAN,1002270052,30,D
228,7502,R0,2,2,170548,311 WEST BROADWAY,MANHATTAN,1002287502,30,D
230,9,D5,2,1,33374,329 CANAL STREET,MANHATTAN,1002300009,77,B
463,7501,R0,2,1,32163,63 COOPER SQUARE,MANHATTAN,1004637501,1,D
211,29,H1,4,1,160545,370 CANAL STREET,MANHATTAN,1002110029,45,D
231,26,O6,4,1,66532,107 GRAND STREET,MANHATTAN,1002310026,42,D
231,30,O5,4,1,29415,459 BROADWAY,MANHATTAN,1002310030,39,D
212,7504,R0,2,1,278746,50 VARICK STREET,MANHATTAN,1002127504,0,F
232,5,O5,4,1,34000,444 BROADWAY,MANHATTAN,1002320005,42,D
232,6,O5,4,1,27000,446 BROADWAY,MANHATTAN,1002320006,100,A
214,7503,R0,2,4,109382,7 HUBERT STREET,MANHATTAN,1002147503,2,D
280,52,C7,2,1,25701,17 CATHERINE STREET,MANHATTAN,1002800052,1,D
467,22,D4,2,1,56845,226 EAST 12 STREET,MANHATTAN,1004670022,90,A
467,25,D6,2,1,65602,232 EAST 12 STREET,MANHATTAN,1004670025,48,D
222,7503,R0,2,1,261896,443 GREENWICH STREET,MANHATTAN,1002227503,98,A
237,14,O6,4,1,39500,197 GRAND STREET,MANHATTAN,1002370014,0,F
238,3,O5,4,1,34500,122 MOTT STREET,MANHATTAN,1002380003,3,D
282,31,H3,4,1,38961,91 EAST BROADWAY,MANHATTAN,1002820031,58,C
239,7501,R0,2,1,113956,80 ELIZABETH STREET,MANHATTAN,1002397501,1,D
244,40,I9,4,1,60417,621 WATER STREET,MANHATTAN,1002440040,0,F
474,30,O5,4,1,57305,483 BROADWAY,MANHATTAN,1004740030,75,B
253,1,D6,2,2,1396625,100 CHERRY STREET,MANHATTAN,1002530001,54,D
255,1,D6,2,5,644053,45 PIKE STREET,MANHATTAN,1002550001,0,F
474,7506,R0,2,1,153500,40 MERCER STREET,MANHATTAN,1004747506,5,D
474,7508,R0,2,1,36132,465 BROOME STREET,MANHATTAN,1004747508,0,F
256,1,D6,2,8,527043,300 CHERRY STREET,MANHATTAN,1002560001,0,F
260,1,D9,2,10,513000,636 WATER STREET,MANHATTAN,1002600001,0,F
260,75,D3,2,8,382500,668 WATER STREET,MANHATTAN,1002600075,0,F
475,7513,R0,2,1,28654,47 GREENE STREET,MANHATTAN,1004757513,0,F
263,8,D4,2,2,923000,453 FDR DRIVE,MANHATTAN,1002630008,57,C
267,10,K1,4,1,25127,280 HENRY STREET,MANHATTAN,1002670010,31,D
267,37,D9,2,1,101579,371 MADISON STREET,MANHATTAN,1002670037,87,A
269,41,W1,0,1,184328,208 HENRY STREET,MANHATTAN,1002690041,94,A
283,18,M1,4,1,81953,143 HENRY STREET,MANHATTAN,1002830018,0,F
486,11,O6,4,1,65972,84 WOOSTER STREET,MANHATTAN,1004860011,68,C
284,11,D7,2,1,33601,173 HENRY STREET,MANHATTAN,1002840011,1,D
490,7502,R0,2,1,80657,10 SULLIVAN STREET,MANHATTAN,1004907502,13,D
492,7501,R0,2,1,45391,14 PRINCE STREET,MANHATTAN,1004927501,90,A
233,17,O5,4,1,26388,151 GRAND STREET,MANHATTAN,1002330017,0,F
277,7502,R0,2,1,34098,45 HENRY STREET,MANHATTAN,1002777502,18,D
289,1,W1,0,2,146500,33 BOWERY,MANHATTAN,1002890001,76,B
233,26,O6,4,1,129135,148 LAFAYETTE STREET,MANHATTAN,1002330026,70,B
497,9,K4,4,1,96000,546 BROADWAY,MANHATTAN,1004970009,35,D
500,11,O5,4,1,52526,120 WOOSTER STREET,MANHATTAN,1005000011,56,C
279,7502,R0,2,1,58293,11 EAST BROADWAY,MANHATTAN,1002797502,52,D
501,1,O5,4,1,28964,413 WEST BROADWAY,MANHATTAN,1005010001,0,F
294,7502,R0,2,1,38887,2 ALLEN STREET,MANHATTAN,1002947502,11,D
502,7501,R0,2,1,41799,426 WEST BROADWAY,MANHATTAN,1005027501,15,D
281,1,O6,4,1,33234,2 EAST BROADWAY,MANHATTAN,1002810001,29,D
281,6,K4,4,1,28055,16 EAST BROADWAY,MANHATTAN,1002810006,1,D
504,14,D0,2,1,32738,196 AVENUE OF THE AMERICAS,MANHATTAN,1005040014,41,D
504,36,D1,2,1,33750,100 SULLIVAN STREET,MANHATTAN,1005040036,83,B
509,26,D9,2,1,25480,53 EAST HOUSTON STREET,MANHATTAN,1005090026,2,D
283,24,D7,2,1,74453,10 RUTGERS STREET,MANHATTAN,1002830024,47,D
284,7503,R0,2,1,50673,173 EAST BROADWAY,MANHATTAN,1002847503,6,D
238,7501,R0,2,1,92559,128 MOTT STREET,MANHATTAN,1002387501,72,B
520,7501,R0,2,1,33383,27 KING STREET,MANHATTAN,1005207501,8,D
521,45,D7,2,1,187368,303 ELIZABETH STREET,MANHATTAN,1005210045,90,A
522,5,O5,0,2,99470,622 BROADWAY,MANHATTAN,1005220005,6,D
522,10,O6,4,1,150603,632 BROADWAY,MANHATTAN,1005220010,82,B
525,29,O9,4,1,28500,116 WEST HOUSTON STREET,MANHATTAN,1005250029,75,B
243,56,D4,2,2,251500,645 WATER STREET,MANHATTAN,1002430056,31,D
307,1,D3,2,2,109269,45 ALLEN STREET,MANHATTAN,1003070001,0,F
528,1,D4,2,1,71490,182 WEST HOUSTON STREET,MANHATTAN,1005280001,56,C
528,12,I6,4,1,64260,214 WEST HOUSTON STREET,MANHATTAN,1005280012,2,D
303,15,H2,4,1,48642,91 BOWERY,MANHATTAN,1003030015,0,F
308,16,O5,4,1,34465,59 ORCHARD STREET,MANHATTAN,1003080016,92,A
309,1,W1,0,1,74191,65 HESTER STREET,MANHATTAN,1003090001,73,B
273,1,W1,0,1,86350,106 HENRY STREET,MANHATTAN,1002730001,91,A
530,7509,R0,2,1,45884,363 LAFAYETTE STREET,MANHATTAN,1005300017,73,B
309,7501,R0,2,1,35589,48 ORCHARD STREET,MANHATTAN,1003097501,51,D
531,7501,R0,2,1,182605,692 BROADWAY,MANHATTAN,1005317501,3,D
311,13,D4,2,4,1025341,357 GRAND STREET,MANHATTAN,1003110013,0,F
283,7502,R0,2,1,25366,135 DIVISION STREET,MANHATTAN,1002837502,0,F
283,7503,R0,2,1,35708,136 EAST BROADWAY,MANHATTAN,1002837503,45,D
323,1,D3,2,18,2948300,288 DELANCEY STREET,MANHATTAN,1003230001,0,F
274,7502,R0,2,1,74881,148 MADISON STREET,MANHATTAN,1002747502,3,D
331,65,D4,2,1,299510,500 GRAND STREET,MANHATTAN,1003310065,57,C
331,200,G1,4,1,98862,275 DELANCEY STREET,MANHATTAN,1003310200,57,C
542,25,D4,2,1,54924,290 AVENUE OF THE AMERICAS,MANHATTAN,1005420025,80,B
336,5,D3,2,1,98052,15 BIALYSTOKER PLACE,MANHATTAN,1003360005,75,B
544,1,O6,4,3,101936,393 LAFAYETTE STREET,MANHATTAN,1005440001,32,D
544,13,O6,4,1,57729,419 LAFAYETTE STREET,MANHATTAN,1005440013,67,C
544,65,D6,2,1,128300,2 COOPER SQUARE,MANHATTAN,1005440065,2,D
345,17,D1,2,1,57128,331 EAST HOUSTON STREET,MANHATTAN,1003450017,0,F
303,25,H3,4,1,40529,61 CHRYSTIE STREET,MANHATTAN,1003030025,26,D
303,27,O5,0,1,41872,55 CHRYSTIE STREET,MANHATTAN,1003030027,84,B
303,7502,R0,2,1,44673,77 BOWERY,MANHATTAN,1003037502,43,D
558,44,D5,2,1,41750,115 EAST 12 STREET,MANHATTAN,1005580044,60,C
559,9,D6,2,1,184646,137 4 AVENUE,MANHATTAN,1005590009,15,D
345,7501,R0,2,1,39643,154 ATTORNEY STREET,MANHATTAN,1003457501,58,C
559,12,H8,4,1,216267,106 EAST 14 STREET,MANHATTAN,1005590012,62,C
345,7502,R0,2,1,68396,196 STANTON STREET,MANHATTAN,1003457502,90,A
346,1,D1,2,1,137909,50 NORFOLK STREET,MANHATTAN,1003460001,20,D
304,21,D7,2,1,26565,249 GRAND STREET,MANHATTAN,1003040021,1,D
346,7501,R0,2,1,283178,145 CLINTON STREET,MANHATTAN,1003467501,9,D
559,7501,R0,2,1,105525,108 3 AVENUE,MANHATTAN,1005597501,35,D
561,37,D4,2,1,139566,47 EAST 9 STREET,MANHATTAN,1005610037,15,D
561,45,D4,2,1,98609,35 EAST 9 STREET,MANHATTAN,1005610045,75,B
561,7502,R0,2,1,148128,28 EAST 10 STREET,MANHATTAN,1005617502,47,D
562,14,O6,4,1,25894,60 EAST 11 STREET,MANHATTAN,1005620014,56,C
562,40,D4,0,2,38981,33 EAST 10 STREET,MANHATTAN,1005620040,17,D
562,44,D6,2,1,45496,25 EAST 10 STREET,MANHATTAN,1005620044,60,C
563,37,D0,2,1,115000,801 BROADWAY,MANHATTAN,1005630037,73,B
564,54,D4,2,1,135315,120 4 AVENUE,MANHATTAN,1005640054,39,D
567,7,D4,2,1,65028,33 5 AVENUE,MANHATTAN,1005670007,56,C
280,7501,R0,2,1,30254,17 EAST BROADWAY,MANHATTAN,1002807501,49,D
569,3,D4,2,1,45248,45 5 AVENUE,MANHATTAN,1005690003,95,A
282,3,K2,0,1,35358,75 EAST BROADWAY,MANHATTAN,1002820003,0,F
315,45,N2,4,1,44122,228 EAST BROADWAY,MANHATTAN,1003150045,0,F
321,1,D4,2,3,1231250,570 GRAND STREET,MANHATTAN,1003210001,57,C
572,26,D9,2,1,46137,24 WEST 9 STREET,MANHATTAN,1005720026,54,D
331,1,D4,2,1,216200,504 GRAND STREET,MANHATTAN,1003310001,90,A
331,120,D4,2,2,532006,530 GRAND STREET,MANHATTAN,1003310120,57,C
331,140,W1,0,1,62725,285 DELANCEY ST SOUTH,MANHATTAN,1003310140,88,A
574,5,D5,2,1,41296,450 AVENUE OF THE AMERICAS,MANHATTAN,1005740005,41,D
333,1,D4,2,4,1191180,87 DELANCEY STREET,MANHATTAN,1003330001,10,D
574,15,D3,2,1,27184,56 WEST 11 STREET,MANHATTAN,1005740015,54,D
338,1,D6,2,4,478858,60 PITT STREET,MANHATTAN,1003380001,0,F
341,58,D6,2,3,225000,410 GRAND STREET,MANHATTAN,1003410058,1,D
341,75,C7,2,1,27350,157 BROOME STREET,MANHATTAN,1003410075,0,F
343,1,W1,0,1,123410,80 ATTORNEY STREET,MANHATTAN,1003430001,71,B
