score_address,place_address,Facility_Name,Longitude,Latitude,Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore,h3,similarity,rank
1075 SHEEPSHEAD BAY ROAD,1738 SHEEPSHEAD BAY RD,MUNCHINETTE,-73.9514805,40.5851064,7397,1,D4,2,1,89615,1075 SHEEPSHEAD BAY ROAD,BROOKLYN,-2147483648,7,D,,0.9227272727272726,1
1541 WILLIAMSBRIDGE ROAD,1605 WILLIAMSBRIDGE RD,XOKOTL DELI,-73.8493757,40.847163,4087,33,D3,2,1,107340,1541 WILLIAMSBRIDGE ROAD,BRONX,2040870033,62,C,,0.9227272727272726,1
1402 SHEEPSHEAD BAY ROAD,1794 SHEEPSHEAD BAY RD,GOLDEN LEO RESTAURANT,-73.9507709,40.5838933,7459,65,K4,4,1,29460,1402 SHEEPSHEAD BAY ROAD,BROOKLYN,-2147483648,48,D,,0.9227272727272726,1
1955 WILLIAMSBRIDGE ROAD,1605 WILLIAMSBRIDGE RD,XOKOTL DELI,-73.8493757,40.847163,4273,13,D1,2,1,74500,1955 WILLIAMSBRIDGE ROAD,BRONX,2042730013,46,D,,0.9227272727272726,1
1401 SHEEPSHEAD BAY ROAD,1794 SHEEPSHEAD BAY RD,GOLDEN LEO RESTAURANT,-73.9507709,40.5838933,7459,1,O5,4,1,39026,1401 SHEEPSHEAD BAY ROAD,BROOKLYN,-2147483648,58,C,,0.9227272727272726,1
1575 WILLIAMSBRIDGE ROAD,1605 WILLIAMSBRIDGE RD,XOKOTL DELI,-73.8493757,40.847163,4087,25,D1,2,1,81500,1575 WILLIAMSBRIDGE ROAD,BRONX,2040870025,76,B,,0.9227272727272726,1
183 AVENUE B,17 AVENUE B,CANTINA CUBANA,-73.983277,40.722066,394,7507,R0,2,1,49728,183 AVENUE B,MANHATTAN,1003947507,99,A,,0.9227272727272726,1
42 AVENUE A,492 AVENUE C,FOUR GUYS,-74.1212989,40.6640375,399,1,D6,2,1,28633,42 AVENUE A,MANHATTAN,1003990001,4,D,,0.9227272727272726,1
701 AVENUE C,79 AVENUE C,NICK'S LUNCHEONETTE,-74.1736544,40.7174393,5359,49,C1,2,1,42000,701 AVENUE C,BROOKLYN,-2147483648,48,D,,0.9227272727272726,1
143 AVENUE B,17 AVENUE B,CANTINA CUBANA,-73.983277,40.722066,392,7501,R0,2,1,89531,143 AVENUE B,MANHATTAN,1003927501,83,B,,0.9227272727272726,1
615 AVENUE C,68 AVENUE C,5C CAFE,-73.979739,40.7227678,5358,41,I6,4,1,89000,615 AVENUE C,BROOKLYN,-2147483648,10,D,,0.9227272727272726,1
130-11 ATLANTIC AVENUE,1306 ATLANTIC AVE,WHOLESOME FOODS,-73.94946,40.678215,9375,285,F2,4,1,45150,130-11 ATLANTIC AVENUE,QUEENS,-2147483648,0,F,,0.922638146167558,1
95-25 QUEENS BOULEVARD,95-32 QUEENS BLVD,TROPIX BAR & LOUNGE,-73.863669,40.730156,2079,1,O6,4,1,357760,95-25 QUEENS BOULEVARD,QUEENS,-2147483648,96,A,,0.922638146167558,1
46-30 CENTER BOULEVARD,46-10 CENTER BLVD,MAIELLA,-73.9565782,40.7473049,21,7501,R0,2,1,250720,46-30 CENTER BOULEVARD,QUEENS,-2147483648,28,D,,0.922638146167558,1
1332 METROPOLITAN AVENUE,128 METROPOLITAN AVE,ELITE BK INC.,-73.96286,40.71609,3931,1,D4,2,1,67800,1332 METROPOLITAN AVENUE,BRONX,2039310001,51,D,,0.9225,1
109-14 ASCAN AVENUE,109-32 ASCAN AVE,PORTOFINO RISTORANTE,-73.8399338,40.7191254,3292,1,D4,2,1,148181,109-14 ASCAN AVENUE,QUEENS,-2147483648,70,B,,0.9223684210526316,1
374 LEXINGTON AVENUE,394 LEXINGTON AVE,LA BONITA,-74.1314776,40.874642,1296,14,O4,4,1,862071,374 LEXINGTON AVENUE,MANHATTAN,1012960014,72,B,,0.9223529411764706,1
146 CLAREMONT AVENUE,163 CLAREMONT AVE,THE BIG MIX,-74.080571,40.7099606,1993,53,D1,2,1,43560,146 CLAREMONT AVENUE,MANHATTAN,1019930053,73,B,,0.9223529411764706,1
254 BAY RIDGE AVENUE,241 BAY RIDGE AVE,CALI TAJADAS,-74.0272164,40.6362887,5871,36,K2,4,1,29225,254 BAY RIDGE AVENUE,BROOKLYN,-2147483648,97,A,,0.9223529411764706,1
425 LEXINGTON AVENUE,450 LEXINGTON AVE,ICELANDIC PROVISIONS,-73.97503,40.75308,1298,23,O4,4,1,627691,425 LEXINGTON AVENUE,MANHATTAN,1012980023,61,C,,0.9223529411764706,1
192 LEXINGTON AVENUE,120 LEXINGTON AVE,DECCAN SPICE NEW YORK,-73.9826565,40.7429203,887,82,O6,4,1,123243,192 LEXINGTON AVENUE,MANHATTAN,1008870082,93,A,,0.9223529411764706,1
1025 MORRISON AVENUE,1256 MORRISON AVE,TACOPETON,-73.874913,40.8311006,3718,1,W1,0,2,190920,1025 MORRISON AVENUE,BRONX,2037180001,84,B,,0.9223529411764706,1
1720 NOSTRAND AVENUE,1206 NOSTRAND AVE,ZANMI,-73.9505426,40.6579,5173,26,C7,2,1,38400,1720 NOSTRAND AVENUE,BROOKLYN,-2147483648,19,D,,0.9223529411764706,1
1825 PROSPECT AVENUE,1235 PROSPECT AVE,LE PADDOCK,-73.9758856,40.6528774,2949,64,W1,0,1,59345,1825 PROSPECT AVENUE,BRONX,2029490064,75,B,,0.9223529411764706,1
364 LEXINGTON AVENUE,394 LEXINGTON AVE,LA BONITA,-74.1314776,40.874642,1295,58,O4,4,1,246605,364 LEXINGTON AVENUE,MANHATTAN,1012950058,57,C,,0.9223529411764706,1
485 LEXINGTON AVENUE,451 LEXINGTON AVE,FIVE STAR MEXICAN TACO GRILL,-73.9745323,40.7531435,1301,23,O4,4,1,743789,485 LEXINGTON AVENUE,MANHATTAN,1013010023,76,B,,0.9223529411764706,1
348 LEXINGTON AVENUE,394 LEXINGTON AVE,LA BONITA,-74.1314776,40.874642,895,78,O6,4,1,47414,348 LEXINGTON AVENUE,MANHATTAN,1008950078,53,D,,0.9223529411764706,1
38 LIVINGSTON STREET,318 LIVINGSTON ST,BITES OF XI'AN BK 西府小吃,-73.9820456,40.6879682,268,30,D4,2,1,27690,38 LIVINGSTON STREET,BROOKLYN,-2147483648,0,F,,0.9223529411764706,1
380 AMSTERDAM AVENUE,350 AMSTERDAM AVE,TASTY BURRITO 77,-73.979425,40.7818036,1170,7501,R0,2,1,257564,380 AMSTERDAM AVENUE,MANHATTAN,1011707501,59,C,,0.9223529411764706,1
1027 FLATBUSH AVENUE,1402 FLATBUSH AVE,MEI JUNG MEI RESTAURANT,-73.9515547,40.63612,5132,18,J2,0,1,101970,1027 FLATBUSH AVENUE,BROOKLYN,-2147483648,0,F,,0.9223529411764706,1
968 AMSTERDAM AVENUE,936 AMSTERDAM AVE,CALAVERAS CORNER,-73.9658718,40.8006213,1879,36,D4,2,1,100961,968 AMSTERDAM AVENUE,MANHATTAN,1018790036,57,C,,0.9223529411764706,1
54 WASHINGTON AVENUE,52 WASHINGTON AVE,WASHINGTON SEA FOOD,-73.9678149,40.6971834,1874,38,W2,4,5,102000,54 WASHINGTON AVENUE,BROOKLYN,-2147483648,88,A,,0.9223529411764706,1
641 LEXINGTON AVENUE,601 LEXINGTON AVE,JUMIEKA NYC,-73.9700108,40.7582937,1309,23,O4,4,1,426775,641 LEXINGTON AVENUE,MANHATTAN,1013090023,57,C,,0.9223529411764706,1
690 LEXINGTON AVENUE,601 LEXINGTON AVE,JUMIEKA NYC,-73.9700108,40.7582937,1311,58,H2,4,1,111084,690 LEXINGTON AVENUE,MANHATTAN,1013110058,10,D,,0.9223529411764706,1
1236 ATLANTIC AVENUE,1306 ATLANTIC AVE,WHOLESOME FOODS,-73.94946,40.678215,1200,21,D6,2,1,58759,1236 ATLANTIC AVENUE,BROOKLYN,-2147483648,97,A,,0.9223529411764706,1
320 LEXINGTON AVENUE,303 LEXINGTON AVE,VINTAGE GREEN ROOFTOP,-73.97784,40.74834,1803,27,C1,0,2,25480,320 LEXINGTON AVENUE,BROOKLYN,-2147483648,2,D,,0.9223529411764706,1
336 LEXINGTON AVENUE,303 LEXINGTON AVE,VINTAGE GREEN ROOFTOP,-73.97784,40.74834,1803,42,C1,0,2,25480,336 LEXINGTON AVENUE,BROOKLYN,-2147483648,2,D,,0.9223529411764706,1
2294 NOSTRAND AVENUE,2124 NOSTRAND AVE,DEBE KITCHEN,-73.9478536,40.6335965,7593,51,K4,4,1,25079,2294 NOSTRAND AVENUE,BROOKLYN,-2147483648,0,F,,0.9223529411764706,1
429 LEXINGTON AVENUE,459 LEXINGTON AVE,ARTISERIE SANDWICH BOUTIQUE,-73.9744113,40.7533554,1799,44,C1,2,5,101440,429 LEXINGTON AVENUE,BROOKLYN,-2147483648,11,D,,0.9223529411764706,1
976 AMSTERDAM AVENUE,936 AMSTERDAM AVE,CALAVERAS CORNER,-73.9658718,40.8006213,1880,29,D7,2,1,51080,976 AMSTERDAM AVENUE,MANHATTAN,1018800029,75,B,,0.9223529411764706,1
183 CLAREMONT AVENUE,163 CLAREMONT AVE,THE BIG MIX,-74.080571,40.7099606,1994,62,D1,0,1,43173,183 CLAREMONT AVENUE,MANHATTAN,1019940062,82,B,,0.9223529411764706,1
501 LEXINGTON AVENUE,518 LEXINGTON AVE,OLE & STEEN,-73.9732875,40.7553723,1302,21,H3,4,1,92501,501 LEXINGTON AVENUE,MANHATTAN,1013020021,100,A,,0.9223529411764706,1
557 LEXINGTON AVENUE,525 LEXINGTON AVE,SHELTON GRILLE RESTAURANT,-73.9729969,40.7556053,1305,20,H1,4,1,138614,557 LEXINGTON AVENUE,MANHATTAN,1013050020,54,D,,0.9223529411764706,1
88-20 WHITNEY AVENUE,86-20 WHITNEY AVE,SUMATERA RESTAURANT NYC,-73.8784115,40.7418955,1570,8,D1,2,1,43212,88-20 WHITNEY AVENUE,QUEENS,-2147483648,54,D,,0.9223529411764706,1
509 LEXINGTON AVENUE,569 LEXINGTON AVE,TASTE OF DELICATESSEN,-73.9718861,40.7569004,1302,51,H1,4,1,314568,509 LEXINGTON AVENUE,MANHATTAN,1013020051,20,D,,0.9223529411764706,1
865 AMSTERDAM AVENUE,854 AMSTERDAM AVE,THE GRAND FEAST,-73.9678873,40.79779,1855,1,D3,2,11,700175,865 AMSTERDAM AVENUE,MANHATTAN,1018550001,0,F,,0.9223529411764706,1
1655 FLATBUSH AVENUE,1955 FLATBUSH AVE,KHYBER GYRO,-73.936074,40.62225,7579,10,D4,2,1,689000,1655 FLATBUSH AVENUE,BROOKLYN,-2147483648,23,D,,0.9223529411764706,1
261 AMSTERDAM AVENUE,201 AMSTERDAM AVE,GOURMET SQUARE,-73.9828234,40.7768094,1144,1,D6,2,1,111997,261 AMSTERDAM AVENUE,MANHATTAN,1011440001,39,D,,0.9223529411764706,1
107 UNIVERSITY PLACE,110 UNIVERSITY PL,SERAFINA VINO E CUCINA 110,-73.9928788,40.7340834,564,4,D8,2,1,43395,107 UNIVERSITY PLACE,MANHATTAN,1005640004,16,D,,0.9223529411764706,1
1487 NOSTRAND AVENUE,1877 NOSTRAND AVE,BUFFET KREYOL,-73.9482615,40.6398175,4884,54,D1,2,1,42288,1487 NOSTRAND AVENUE,BROOKLYN,-2147483648,38,D,,0.9223529411764706,1
575 LEXINGTON AVENUE,517 LEXINGTON AVE,BRASSERIE COGNAC 48TH,-73.9728762,40.7553097,1306,23,O4,4,1,624883,575 LEXINGTON AVENUE,MANHATTAN,1013060023,80,B,,0.9223529411764706,1
960 AMSTERDAM AVENUE,936 AMSTERDAM AVE,CALAVERAS CORNER,-73.9658718,40.8006213,1879,29,D7,2,1,25050,960 AMSTERDAM AVENUE,MANHATTAN,1018790029,5,D,,0.9223529411764706,1
661 LEXINGTON AVENUE,601 LEXINGTON AVE,JUMIEKA NYC,-73.9700108,40.7582937,1310,22,O6,4,1,35408,661 LEXINGTON AVENUE,MANHATTAN,1013100022,79,B,,0.9223529411764706,1
100 GREAVES LANE,150 GREAVES LN,MAKIN BACON CAFE CORP,-74.1430027,40.5538758,4645,415,K6,4,1,61752,100 GREAVES LANE,STATEN ISLAND,-2147483648,12,D,,0.9223214285714286,1
233 WEST 26 STREET,233 WEST ST,CITY VINEYARD,-74.0126514,40.7212855,776,17,D4,2,1,47433,233 WEST 26 STREET,MANHATTAN,1007760017,68,C,,0.9222222222222222,1
169 MADISON AVENUE,961 MADISON AVE,EL ANAFE RESTAURANT,-74.2000846,40.6836278,863,27,O6,4,1,113182,169 MADISON AVENUE,MANHATTAN,1008630027,79,B,,0.9222222222222222,1
2314 JEROME AVENUE,1324 JEROME AVE,OLGA RESTAURANT,-73.9187328,40.8385484,3187,7,E1,0,1,33250,2314 JEROME AVENUE,BRONX,2031870007,27,D,,0.9222222222222222,1
233 WEST 49 STREET,233 WEST ST,CITY VINEYARD,-74.0126514,40.7212855,1021,7501,R0,2,1,63879,233 WEST 49 STREET,MANHATTAN,1010217501,0,F,,0.9222222222222222,1
233 WEST 99 STREET,233 WEST ST,CITY VINEYARD,-74.0126514,40.7212855,1871,20,D4,2,1,94674,233 WEST 99 STREET,MANHATTAN,1018710020,76,B,,0.9222222222222222,1
1300 METROPOLITAN AVENUE,103-05 METROPOLITAN AVE,PARDON MY CHEESESTEAK,-73.8495978,40.7104751,2953,1,E1,4,1,113000,1300 METROPOLITAN AVENUE,BROOKLYN,-2147483648,36,D,,0.9221273291925466,1
327 ST NICHOLAS AVENUE,279 ST NICHOLAS AVE,OMEGA FARMERS MARKET INC,-73.9529718,40.8102539,1953,12,D7,2,1,86349,327 ST NICHOLAS AVENUE,MANHATTAN,1019530012,71,B,,0.9218500797448166,1
795 ST NICHOLAS AVENUE,279 ST NICHOLAS AVE,OMEGA FARMERS MARKET INC,-73.9529718,40.8102539,2064,36,D1,2,1,41800,795 ST NICHOLAS AVENUE,MANHATTAN,1020640036,69,C,,0.9218500797448166,1
50-15 ROOSEVELT AVENUE,75-15 ROOSEVELT AVE,KHAMPA KITCHEN,-73.8898822,40.7470823,1319,30,K1,4,1,31360,50-15 ROOSEVELT AVENUE,QUEENS,-2147483648,97,A,,0.9218500797448166,1
899 WESTCHESTER AVENUE,949 WESTCHESTER AVE,SAN MARCOS CAFE,-73.8962492,40.8225398,2690,7503,R0,2,1,151965,899 WESTCHESTER AVENUE,BRONX,2026907503,62,C,,0.9218500797448166,1
200 CITY ISLAND AVENUE,520 CITY ISLAND AVE,CITY ISLAND DELI,-73.7891413,40.8525726,5641,280,W1,0,5,43790,200 CITY ISLAND AVENUE,BRONX,2056410280,38,D,,0.9218500797448166,1
82-01 ROCKAWAY BOULEVARD,81-02 ROCKAWAY BLVD,ENZO'S PIZZERIA,-73.8593081,40.6842958,9011,14,O2,4,1,45531,82-01 ROCKAWAY BOULEVARD,QUEENS,-2147483648,44,D,,0.9217105263157893,1
131 3 AVENUE,13621 37TH AVENUE,JOE'S SHANGHAI,-73.830336,40.761892,401,1,D1,2,2,171180,131 3 AVENUE,BROOKLYN,-2147483648,15,D,,0.9215686274509804,1
120 CHURCH STREET,12 CHURCH ST,MONTCLAIR HOUSE GRILL,-74.2180588,40.8137509,126,27,D5,2,1,620552,120 CHURCH STREET,MANHATTAN,1001260027,44,D,,0.9215686274509804,1
285 WEST BROADWAY,85 W BROADWAY,SMYTH TAVERN,-74.0092257,40.7152429,211,18,O5,4,1,29706,285 WEST BROADWAY,MANHATTAN,1002110018,38,D,,0.9215686274509803,1
35 MADISON AVENUE,5 MADISON AVE,THE CLOCKTOWER,-73.9873141,40.74136,855,37,O4,4,1,524937,35 MADISON AVENUE,MANHATTAN,1008550037,48,D,,0.9215686274509803,1
812 MYRTLE AVENUE,12 MYRTLE AVE,EL PATRON SEAFOOD & RESTAURANT,-74.132316,40.8613917,1754,7505,R0,2,1,29408,812 MYRTLE AVENUE,BROOKLYN,-2147483648,93,A,,0.9215686274509803,1
2140 OCEAN AVENUE,140 OCEAN AVE,DINE & DASH,-74.0933692,40.6931746,6782,7503,R0,2,1,30595,2140 OCEAN AVENUE,BROOKLYN,-2147483648,93,A,,0.9215686274509803,1
3280 NOSTRAND AVENUE,302 NOSTRAND AVE,NATURAL BLEND,-73.9514882,40.6894711,7308,32,D7,2,2,186257,3280 NOSTRAND AVENUE,BROOKLYN,-2147483648,92,A,,0.92125,1
3202 NOSTRAND AVENUE,302 NOSTRAND AVE,NATURAL BLEND,-73.9514882,40.6894711,6835,26,D4,2,1,81564,3202 NOSTRAND AVENUE,BROOKLYN,-2147483648,49,D,,0.92125,1
3203 NOSTRAND AVENUE,302 NOSTRAND AVE,NATURAL BLEND,-73.9514882,40.6894711,6836,50,D4,2,1,97020,3203 NOSTRAND AVENUE,BROOKLYN,-2147483648,79,B,,0.92125,1
115 STUYVESANT AVENUE,1162 STUYVESANT AVE,MK 463 RESTAURANT & BAR,-74.2543032,40.7135049,1616,1,W1,0,3,209250,115 STUYVESANT AVENUE,BROOKLYN,-2147483648,78,B,,0.9211361737677527,1
2426 EASTCHESTER ROAD,2485 EASTCHESTER RD,"TAICHI BUBBLE TEA, RAMEN & SUSHI BURRITO",-73.8436853,40.8625812,4478,20,K2,4,1,35794,2426 EASTCHESTER ROAD,BRONX,2044780020,11,D,,0.9211361737677527,1
1361 MADISON AVENUE,11 MADISON AVE,ELEVEN MADISON PARK,-73.9871904,40.7415982,1507,21,D4,2,1,68992,1361 MADISON AVENUE,MANHATTAN,1015070021,75,B,,0.9210526315789475,1
1391 MADISON AVENUE,11 MADISON AVE,ELEVEN MADISON PARK,-73.9871904,40.7415982,1602,50,D7,2,1,44184,1391 MADISON AVENUE,MANHATTAN,1016020050,4,D,,0.9210526315789475,1
1615 MADISON AVENUE,11 MADISON AVE,ELEVEN MADISON PARK,-73.9871904,40.7415982,1614,21,W1,0,1,116500,1615 MADISON AVENUE,MANHATTAN,1016140021,88,A,,0.9210526315789475,1
168 FRANKLIN AVENUE,1 FRANKLIN AVE,FIVE CHRIS CATERING,-74.1666309,40.8088946,1912,40,D1,2,1,90101,168 FRANKLIN AVENUE,BROOKLYN,-2147483648,79,B,,0.9210526315789475,1
1831 MADISON AVENUE,11 MADISON AVE,ELEVEN MADISON PARK,-73.9871904,40.7415982,1746,21,D4,2,1,138050,1831 MADISON AVENUE,MANHATTAN,1017460021,82,B,,0.9210526315789475,1
1371 MADISON AVENUE,11 MADISON AVE,ELEVEN MADISON PARK,-73.9871904,40.7415982,1507,50,D7,2,1,35998,1371 MADISON AVENUE,MANHATTAN,1015070050,54,D,,0.9210526315789475,1
498 WEST END AVENUE,498 WEST SIDE AVE,SHAWARMA EATS,-74.0840099,40.7179702,1231,7502,R0,2,1,86296,498 WEST END AVENUE,MANHATTAN,1012317502,84,B,,0.921031991744066,1
588 WEST END AVENUE,588 WEST SIDE AVE,CLUCK N HALAL,-74.0809679,40.7211385,1236,3,D4,2,1,64865,588 WEST END AVENUE,MANHATTAN,1012360003,77,B,,0.921031991744066,1
1372 BROADWAY,347 BROADWAY,LAS TAINAS,-73.9558832,40.7078245,812,49,O6,4,1,234846,1372 BROADWAY,MANHATTAN,1008120049,80,B,,0.9209401709401709,1
1523 AVENUE M,5012 AVENUE M,KATOU RESTAURANT,-73.9266433,40.6213235,6735,44,O5,4,1,27980,1523 AVENUE M,BROOKLYN,-2147483648,0,F,,0.9209401709401709,1
2502 AVENUE D,125 AVENUE D,MICHELLE,-73.9758219,40.72411,5212,1,D1,2,1,41452,2502 AVENUE D,BROOKLYN,-2147483648,11,D,,0.9209401709401709,1
3401 AVENUE J,1307 AVENUE J,SUSHI TA'EEM FLATBUSH,-73.9629229,40.625139,7598,6,D1,2,1,69000,3401 AVENUE J,BROOKLYN,-2147483648,37,D,,0.9209401709401709,1
6225 BROADWAY,5225 BROADWAY,RIVERDALE INDIAN GRILL,-73.9093599,40.8751724,5825,1554,C9,2,1,78825,6225 BROADWAY,BRONX,2058251554,100,A,,0.9209401709401709,1
1605 AVENUE J,605 AVENUE Z,NEW STAR,-73.9716536,40.5863234,6709,36,W2,4,1,111902,1605 AVENUE J,BROOKLYN,-2147483648,45,D,,0.9209401709401709,1
6255 BROADWAY,5592 BROADWAY,MALECON,-73.9043378,40.8792992,5834,3001,D1,0,1,55400,6255 BROADWAY,BRONX,2058343001,60,C,,0.9209401709401709,1
4915 AVENUE J,1519 AVENUE J,TRUFFLE BURGERS & GRILL,-73.9607083,40.6255329,7775,1,W1,0,1,21594,4915 AVENUE J,BROOKLYN,-2147483648,57,C,,0.9209401709401709,1
98-15 HORACE HARDING EXPWY,185-24 HORACE HARDING EXPY,SUNSHINE CAFE,-73.7884532,40.7398139,1918,97,D7,2,1,235000,98-15 HORACE HARDING EXPWY,QUEENS,-2147483648,82,B,,0.9209401709401709,1
625 BROADWAY,2175 BROADWAY,ALLURE RESTAURANT AND LOUNGE,-73.9811686,40.7824227,523,46,O6,4,1,78958,625 BROADWAY,MANHATTAN,1005230046,68,C,,0.9209401709401709,1
3601 AVENUE J,1307 AVENUE J,SUSHI TA'EEM FLATBUSH,-73.9629229,40.625139,7600,6,C1,2,1,31200,3601 AVENUE J,BROOKLYN,-2147483648,10,D,,0.9209401709401709,1
2515 UNIVERSITY AVENUE,155 UNIVERSITY AVE,FRENCH FRY HEAVEN NEWARK,-74.173784,40.742437,3220,102,C1,2,1,72670,2515 UNIVERSITY AVENUE,BRONX,2032200102,20,D,,0.920875420875421,1
195 BERRY STREET,195 FERRY ST,NUESTRA CASA BAR & RESTAURANT,-74.1566113,40.7283146,2351,7501,R0,2,3,150082,195 BERRY STREET,BROOKLYN,-2147483648,20,D,,0.9208333333333333,1
101 WILLOUGHBY STREET,106 WILLOUGHBY ST,SWEETGREEN,-73.9846618,40.6920666,2058,7501,R0,2,1,401418,101 WILLOUGHBY STREET,BROOKLYN,-2147483648,5,D,,0.9208216619981326,1
1501 LEXINGTON AVENUE,159 LEXINGTON AVE,PENELOPE,-73.981465,40.743703,1624,45,D6,2,1,147342,1501 LEXINGTON AVENUE,MANHATTAN,1016240045,42,D,,0.9208216619981326,1
1004 LEXINGTON AVENUE,102 LEXINGTON AVE,TASTE FROM EVEREST,-73.9828816,40.7422195,1407,16,D4,2,1,173024,1004 LEXINGTON AVENUE,MANHATTAN,1014070016,73,B,,0.9208216619981326,1
1036 LEXINGTON AVENUE,102 LEXINGTON AVE,TASTE FROM EVEREST,-73.9828816,40.7422195,1409,7503,R0,2,1,57429,1036 LEXINGTON AVENUE,MANHATTAN,1014097503,16,D,,0.9208216619981326,1
1068 LEXINGTON AVENUE,102 LEXINGTON AVE,TASTE FROM EVEREST,-73.9828816,40.7422195,1410,7501,R0,2,1,141722,1068 LEXINGTON AVENUE,MANHATTAN,1014107501,2,D,,0.9208216619981326,1
123 WASHINGTON STREET,120 WASHINGTON ST,HONEYGROW,-74.030991,40.738277,53,7502,R0,2,1,396477,123 WASHINGTON STREET,MANHATTAN,1000537502,49,D,,0.9208216619981326,1
100 WILLOUGHBY STREET,106 WILLOUGHBY ST,SWEETGREEN,-73.9846618,40.6920666,145,7502,R0,2,1,878295,100 WILLOUGHBY STREET,BROOKLYN,-2147483648,64,C,,0.9208216619981326,1
1223 LEXINGTON AVENUE,120 LEXINGTON AVE,DECCAN SPICE NEW YORK,-73.9826565,40.7429203,1512,123,D4,2,1,120034,1223 LEXINGTON AVENUE,MANHATTAN,1015120123,16,D,,0.9208216619981326,1
55 WALL STREET,55 WATER ST,NUYORK,-73.9921325,40.7034512,27,7501,R0,2,1,263582,55 WALL STREET,MANHATTAN,1000277501,1,D,,0.9207792207792208,1
1507 CONEY ISLAND AVENUE,1775 CONEY ISLAND AVE,BURGERS BAR 972,-73.9629421,40.6143793,6722,49,K2,4,1,26102,1507 CONEY ISLAND AVENUE,BROOKLYN,-2147483648,10,D,,0.9207142857142857,1
1651 CONEY ISLAND AVENUE,1915 CONEY ISLAND AVE,MARRAKECH RESTAURANT,-73.9623598,40.6107442,6740,85,O5,4,1,46700,1651 CONEY ISLAND AVENUE,BROOKLYN,-2147483648,63,C,,0.9207142857142857,1
164 ROCKAWAY PARKWAY,1464 ROCKAWAY PKWY,BEBE FRITAY,-73.9017013,40.6444655,4615,36,C1,2,1,32520,164 ROCKAWAY PARKWAY,BROOKLYN,-2147483648,30,D,,0.920686274509804,1
150 AMSTERDAM AVENUE,1605 AMSTERDAM AVE,FARMER'S FRIDGE,-73.9503319,40.8216535,1158,7507,R0,2,1,431350,150 AMSTERDAM AVENUE,MANHATTAN,1011587507,20,D,,0.920686274509804,1
120 UNION AVENUE,102 UNION AVE,TAQUERIA Y RESTAURANT EL REY DEL TACO,-73.7891348,40.9099988,2238,49,D6,2,1,70176,120 UNION AVENUE,BROOKLYN,-2147483648,19,D,,0.920673076923077,1
20 PARK AVENUE,200 PARK AVE,THE CAPITAL GRILLE,-73.9763438,40.7539228,865,32,D7,2,1,101306,20 PARK AVENUE,MANHATTAN,1008650032,48,D,,0.9206349206349207,1
100 AVENUE A,10101 AVENUE D,TERI NICHOLS FOODS,-73.9027839,40.6535834,402,7503,R0,2,1,51063,100 AVENUE A,MANHATTAN,1004027503,12,D,,0.9206349206349207,1
90 PARK AVENUE,901 PARK AVE,LISA'S ITALIAN DELI & CATERER,-73.960287,40.7752892,869,34,O4,4,1,927829,90 PARK AVENUE,MANHATTAN,1008690034,70,B,,0.9206349206349207,1
100 AVENUE P,10101 AVENUE D,TERI NICHOLS FOODS,-73.9027839,40.6535834,6620,1,D4,2,1,87324,100 AVENUE P,BROOKLYN,-2147483648,78,B,,0.9206349206349207,1
139-22 BOOTH MEMORIAL AVENUE,13620 BOOTH MEMORIAL AVE,BODAI VEGETARIAN RESTAURANT 菩提素菜馆,-73.8284531,40.7469101,6401,19,G1,4,1,164873,139-22 BOOTH MEMORIAL AVENUE,QUEENS,-2147483648,28,D,,0.9206349206349207,1
204 STUYVESANT AVENUE,4 STUYVESANT AVE,MI APA Y LA CHONA,-73.934995,40.6965978,1635,41,D9,2,1,46944,204 STUYVESANT AVENUE,BROOKLYN,-2147483648,0,F,,0.9206349206349206,1
180 LIVINGSTON STREET,80 LIVINGSTON ST,POKE CITY,-73.9909865,40.6913689,164,7501,R0,2,1,242863,180 LIVINGSTON STREET,BROOKLYN,-2147483648,59,C,,0.9206349206349206,1
110-31 MERRICK BOULEVARD,110-46 MERRICK BLVD,BURGERS TACOS WINGS & SEAFOOD,-73.7819786,40.6947643,10270,59,M1,4,1,32017,110-31 MERRICK BOULEVARD,QUEENS,-2147483648,0,F,,0.9206140350877193,1
1166 6 AVENUE,1166 6TH AVE,BIRYANI CART,-73.9823601,40.757532,1261,7501,R0,2,1,1529036,1166 6 AVENUE,MANHATTAN,1012617501,54,D,,0.9205128205128206,1
4422 3 AVENUE,4422 3RD AVE,FARMER'S FRIDGE,-73.890546,40.8532932,3064,1,I1,4,5,421234,4422 3 AVENUE,BRONX,2030640001,1,D,,0.9205128205128206,1
444 10 AVENUE,444 10TH AVE,FRESH & CO.,-73.998443,40.754986,732,70,H2,4,1,48264,444 10 AVENUE,MANHATTAN,1007320070,13,D,,0.9205128205128206,1
1335 6 AVENUE,1335 6TH AVE,HERB N' KITCHEN,-73.9801171,40.7623233,1006,7502,R0,2,1,1501000,1335 6 AVENUE,MANHATTAN,1010067502,20,D,,0.9205128205128206,1
1186 3 AVENUE,1186 3RD AVE,GOODSUGAR,-73.962183,40.7679987,1404,33,D4,2,1,132724,1186 3 AVENUE,MANHATTAN,1014040033,71,B,,0.9205128205128206,1
